UserName,D0_total_time,D0_num_games,D0_num_sessions,D0_num_genres,D0_most_played_genre,D0_most_played_game,D0_first_activity_hour,D0_last_activity_hour,D1,D2,D3,D6
MasterAarav950,31.95,1,2,0,0,6,21,21,0,1,1,0
MasterGamer27,32.53333333,2,1,3,2,7,12,12,1,1,1,0
MasterH,34.18333333,2,0,2,2,13,21,21,0,1,1,0
Masteravni,33.05,7,4,4,7,6,0,0,1,0,0,0
Mathu,27.41666667,3,4,3,3,7,10,10,1,1,0,0
Mattytest,40.61666667,4,3,5,4,10,16,16,1,1,1,0
Maulikpro1615,28.45,3,1,8,1,9,14,14,1,0,1,1
Maxi,37.2,5,6,2,5,9,20,20,0,1,1,0
Maya,34.91666667,10,3,2,10,9,22,22,0,1,1,0
Mayan,29.78333333,9,3,1,9,9,23,23,0,1,1,0
Mayank,178.0666667,15,10,5,7,11,6,6,1,1,0,0
Mayank2014,99.05,15,10,9,7,6,12,12,1,0,0,1
Mayankmaini,36.7,11,2,6,9,9,15,15,1,0,0,1
Mayera,59.58333333,4,3,9,4,14,0,0,1,0,0,1
Mayra,60.1,15,7,9,5,14,15,15,1,0,0,1
Maysha,34.36666667,7,0,9,2,9,15,15,1,0,0,1
MayshaArora,460.7166667,15,10,9,15,35,8,8,1,0,0,0
Mayu6650,27.48333333,8,4,3,8,4,14,14,1,1,1,0
Mayukh,446.6833333,15,10,9,15,26,14,14,1,0,0,0
Mayur,61.9,15,4,7,15,0,9,9,1,0,0,1
Mayursawant2912,39.43333333,1,2,8,1,33,19,19,1,0,1,1
Mdhussaingadag,32.88333333,0,4,7,0,0,21,21,1,0,1,1
Medhansh,38.2,1,3,2,1,29,12,12,1,1,1,0
Meenal,26.85,8,3,4,8,5,11,11,1,1,0,0
Meera,52.4,9,7,9,8,13,22,22,1,0,1,1
Meet,40.45,6,0,8,6,5,17,17,1,0,1,1
Mega123659,37.76666667,10,6,1,10,2,9,9,1,1,0,0
Megha,245.8,15,10,9,4,4,8,8,1,0,0,0
MeghaCutegirl,34.33333333,7,2,9,3,2,15,15,1,0,0,1
Meghna,52.23333333,3,1,0,0,8,20,20,0,1,1,0
Meghshah,61.63333333,5,9,9,5,17,23,23,1,0,1,1
Mehak,96.41666667,1,10,9,1,11,11,11,1,0,0,1
Mehar,26.71666667,0,1,6,0,0,20,20,1,0,1,1
Mehnaj,92.6,15,3,9,15,3,11,11,1,0,0,1
Mehraab,31.15,8,0,7,6,4,22,22,0,0,1,1
Mehratra,797.15,15,10,9,15,54,23,23,0,0,0,0
Mehreen,40.06666667,12,1,5,8,9,12,12,1,0,0,1
Mehtaab,27.08333333,1,1,7,1,10,16,16,1,0,1,1
Mehtab,69.13333333,15,8,3,15,14,18,18,0,1,1,0
Mehtaj,38.86666667,9,0,8,9,1,15,15,1,0,0,1
Mehul,106.0333333,9,10,5,2,13,19,19,1,1,1,0
Melodysuperstar7,35.55,1,0,2,1,14,10,10,1,1,0,0
Melon,66.45,11,6,9,8,4,12,12,1,0,0,1
Meow,58.05,15,6,9,15,13,19,19,1,0,1,1
MermaidLover,36.55,11,5,6,11,8,16,16,1,1,1,1
Mesha,32.33333333,2,5,2,1,17,23,23,0,1,1,0
Messi,64.05,6,8,9,6,10,20,20,1,0,1,1
MiCha,76.31666667,11,4,8,2,14,17,17,1,0,1,1
Mian,34.01666667,6,2,0,0,6,23,23,0,1,1,0
Micheal,29,4,4,2,4,9,18,18,0,1,1,0
Mickyme,36.41666667,7,4,9,5,7,22,22,1,0,1,1
Midhat,36.5,7,6,3,7,10,15,15,1,1,1,0
Mihika,28.38333333,3,4,8,1,2,19,19,1,0,1,1
Mihir,32.21666667,3,3,6,1,3,20,20,1,0,1,1
Mihirtarpada,26.98333333,3,4,6,3,3,19,19,1,0,1,1
Mihit,34.83333333,8,2,3,8,11,17,17,0,1,1,0
Mikasa,69.01666667,3,10,2,3,14,16,16,1,1,1,0
Mikku,27.76666667,1,4,4,0,9,22,22,0,1,1,0
Miko,35,2,3,9,1,13,19,19,1,0,1,1
Mikoo,28.76666667,4,2,1,2,0,13,13,1,1,1,0
Mikuu,27.2,2,3,7,0,15,12,12,1,0,0,1
Mili,43.73333333,9,1,9,1,6,15,15,1,0,0,1
Mily,109.5333333,10,10,9,5,8,22,22,1,0,1,1
Mimi,47.1,7,8,9,3,0,22,22,1,0,1,1
Mimmy,26.65,2,4,5,0,12,12,12,1,0,1,0
MinHwaSoo,29.18333333,1,3,3,1,18,10,10,1,1,0,0
Minakshikumari,26.68333333,7,3,1,7,7,11,11,1,1,0,0
Mini,31.21666667,0,5,2,0,0,14,14,1,1,1,0
Minixx,64.93333333,2,2,4,2,33,9,9,1,0,0,0
Minnuubhaiii,40.1,7,7,9,3,6,11,11,1,0,0,1
Miraj,76.05,15,6,9,10,11,12,12,1,0,0,1
Miraya,27.15,7,5,1,1,9,15,15,1,1,1,0
Mirha,26.95,7,2,2,7,5,20,20,0,1,1,0
Misba,32.7,2,5,4,2,13,23,23,0,1,1,0
Misbha,130.0333333,1,6,3,1,28,21,21,0,1,1,0
Mishajeon,35.2,8,3,2,0,5,15,15,0,1,1,0
Mishi,31.93333333,9,5,4,2,7,22,22,0,1,1,1
Mishika,27.51666667,3,3,6,2,8,21,21,1,0,1,1
Mishka,228.2833333,4,10,9,4,16,18,18,1,0,1,0
Mishra,58.08333333,0,1,9,0,0,20,20,1,0,1,1
Mishrafamily,32.46666667,1,1,0,0,23,12,12,1,1,1,0
MishteeDhingracom123,98.36666667,15,9,9,0,7,12,12,1,0,0,1
Mishthi,30.38333333,8,0,7,3,3,10,10,1,0,0,1
Mishti,136.7333333,15,10,9,7,23,10,10,1,0,0,1
Mishtu,33.03333333,1,6,5,1,27,1,1,1,0,0,0
Mishty,26.91666667,3,1,2,3,0,21,21,0,1,1,0
Mishu,31.58333333,7,0,4,3,0,23,23,0,1,1,0
Mishwa,80.95,10,8,9,10,17,9,9,1,0,0,1
Misscutequeen,26.88333333,7,1,0,0,7,17,17,0,1,1,0
Misthi,36.9,4,2,4,4,12,21,21,0,1,1,0
Misti,129.8333333,15,6,0,0,22,23,23,0,1,1,0
Mistti,91.98333333,4,10,8,4,5,14,14,1,0,1,1
Misty,29,1,2,0,0,8,20,20,0,1,1,0
MistyRohilla,34.6,7,4,9,4,7,12,12,1,0,0,1
Mitali,37.5,1,6,0,0,34,12,12,1,1,1,0
Mitansh,40.46666667,11,7,8,6,0,9,9,1,0,0,1
Mithi,118.35,9,4,9,9,0,10,10,1,0,0,1
MithunTerra,28.86666667,2,0,7,2,0,12,12,1,0,0,1
MithunTerraTest,35.35,1,2,9,1,25,13,13,1,0,0,1
Mitisha,30.78333333,8,2,4,8,1,13,13,1,1,0,0
Mivi247,37.96666667,4,4,7,4,1,20,20,1,0,1,1
Miyra,68.3,15,10,9,0,14,1,1,1,0,0,1
Mkihh,37.65,1,5,4,1,28,15,15,1,1,1,0
Mkking809,45.36666667,14,3,9,11,12,20,20,1,0,1,1
Mmmm,35.93333333,6,0,9,5,4,14,14,1,0,0,1
Modi,61.2,0,9,4,0,0,13,13,1,1,1,0
Mohammad,38.06666667,5,3,4,5,9,17,17,1,1,1,0
Mohammed,29.61666667,8,2,7,4,10,17,17,1,0,1,1
Mohammedraza,28.3,6,5,5,6,6,13,13,1,1,1,1
MohanLalGoyal,42.11666667,14,2,4,0,4,22,22,0,1,1,1
Mohhit,198.8333333,15,10,9,13,27,14,14,1,0,0,1
Mohil,29.81666667,9,0,0,0,0,9,9,1,1,0,0
Mohini,28.11666667,3,0,7,3,4,15,15,1,0,1,1
Mohit,85.11666667,15,10,5,15,15,21,21,0,1,1,1
Mohita,55.13333333,8,3,9,7,10,15,15,1,0,0,1
Mohnish,164.3333333,15,8,9,15,9,7,7,1,0,0,1
Moin,27.86666667,8,5,3,8,7,17,17,1,1,1,0
Moksh,65.35,15,1,5,15,13,16,16,0,1,0,1
Moksha,43.63333333,5,7,9,5,1,7,7,1,0,0,1
Mokshita,46.21666667,3,2,9,3,14,5,5,1,0,0,1
Mom,30.01666667,0,3,0,0,0,20,20,0,1,1,0
Monika,31.05,7,0,9,7,9,19,19,1,0,1,1
Monika02,35.43333333,11,0,2,10,0,1,1,1,1,0,0
Monit,42.3,4,2,1,4,3,14,14,0,1,1,0
Monster,116.5166667,15,10,9,15,15,13,13,1,0,0,1
Monu,28.68333333,5,2,4,0,8,22,22,0,1,1,0
Moongirl,53.98333333,15,3,8,9,12,15,15,1,0,0,1
Moonlight,35.58333333,8,5,0,0,10,18,18,0,1,1,0
Mota,29.03333333,0,1,0,0,0,20,20,0,1,1,0
Moto,34.91666667,10,3,0,0,11,20,20,0,1,1,0
Moulik,175.8333333,15,9,9,12,17,12,12,1,0,0,1
Moulika61400,73.83333333,15,10,9,15,15,13,13,1,0,0,1
Mourya,121.4666667,15,10,9,15,7,7,7,1,0,0,1
Mrgamingpro,63.18333333,1,8,9,1,53,19,19,1,0,1,1
Mrggg,47.75,11,1,0,0,6,9,9,0,1,0,0
Mrigaank,34.06666667,3,0,9,3,6,22,22,0,0,1,1
Mrihaa,35.85,9,5,9,5,5,10,10,1,0,0,1
Mrinit,48.05,9,4,6,7,11,12,12,1,0,0,1
Mrudul,180.6666667,15,10,9,0,21,6,6,1,0,0,1
Mrunal,27.96666667,8,3,1,8,6,12,12,1,1,0,0
Muazzam,30.23333333,4,3,2,2,1,19,19,0,1,1,0
Mudacchi,55.51666667,12,4,1,12,12,19,19,0,1,1,0
Mudassar,27.13333333,2,2,4,1,6,22,22,0,1,1,0
Mudassir,37.33333333,9,2,2,9,4,19,19,0,1,1,0
Mudit,26.8,4,2,0,0,6,14,14,0,1,1,0
Mudita,44.65,1,5,2,1,15,22,22,0,1,1,0
Mufiz,34.35,8,3,4,8,3,22,22,0,1,1,0
Mufliha,28.85,9,1,2,9,2,22,22,0,1,1,0
Mugdha,34.68333333,5,4,6,5,5,17,17,1,0,1,1
Muku,52.91666667,2,4,7,1,20,22,22,1,0,1,1
Munazza,221.3666667,15,10,9,2,3,6,6,1,0,0,1
Munnu,27.5,1,2,3,1,10,23,23,0,1,1,0
Muqeet,72.46666667,7,0,7,7,2,18,18,0,0,1,1
Murali,48.31666667,7,7,0,0,3,6,6,1,1,0,0
Musfira,50.15,5,3,4,5,12,22,22,0,1,1,0
Muskan,127.7166667,15,10,2,15,15,16,16,1,1,0,0
Musu,165.9833333,15,4,9,5,9,8,8,1,0,0,1
Myansh,42.3,5,7,9,5,10,21,21,1,0,1,1
Myfamily1234,27.2,5,4,7,5,1,9,9,1,0,0,1
Mylove,71.83333333,8,4,9,8,13,0,0,1,0,0,1
Myra,34.4,5,4,8,5,5,23,23,1,0,1,1
Myru,61.05,11,0,9,10,1,13,13,1,0,0,1
NAIRA123,29.61666667,9,1,3,8,6,21,21,0,1,1,0
NAISHA14,51.5,7,0,6,1,3,21,21,0,0,1,1
NALIN,42.68333333,8,1,0,0,12,18,18,0,1,1,0
NAMU,35.03333333,0,2,8,0,0,16,16,1,0,1,1
NIA,28.53333333,7,2,8,7,10,10,10,1,0,0,1
NISHILPROs,37.76666667,5,4,1,5,8,13,13,1,1,1,0
NKDj,35.1,0,6,9,0,0,9,9,1,0,0,1
NONI,79.23333333,15,8,5,11,17,14,14,1,1,0,1
NOORish7,29.16666667,6,4,2,6,2,15,15,1,1,1,0
NSSS,61.85,10,1,6,10,7,22,22,0,0,1,1
Nabhey,33.78333333,11,5,0,0,1,13,13,0,1,1,0
Nabhit,56.76666667,4,1,1,4,12,6,6,1,1,0,0
Nabiha,33.5,4,4,2,4,8,13,13,1,1,1,0
Nabo,83.2,13,4,9,12,18,8,8,1,0,0,1
Nachiket79,57.78333333,10,10,5,10,2,18,18,1,1,1,1
Nahul,65.2,8,0,9,8,4,9,9,1,0,0,1
Naina,37.78333333,12,2,4,5,10,22,22,0,1,1,1
Naira,58.2,15,0,9,15,12,20,20,0,0,1,1
Naisha,77.93333333,4,10,9,4,18,22,22,1,0,1,1
NaishaDhani,442.4833333,15,10,9,15,31,22,22,0,0,0,0
Naitik,27.23333333,5,2,6,0,9,12,12,1,0,0,1
NaitikGamerpro,42.23333333,10,7,9,8,2,18,18,1,0,1,1
Naksh,30.75,3,4,1,3,2,8,8,1,1,0,0
Nakshraoshab,82.1,2,7,8,0,0,12,12,1,0,0,1
Nakshtomar,50.88333333,14,8,2,14,16,16,16,1,1,1,0
NakulShekhawat,37.65,12,5,5,11,13,21,21,0,1,1,1
Naman,166.5333333,15,10,9,15,6,21,21,1,0,1,1
Namanthegreat,26.61666667,2,4,3,2,3,10,10,1,1,0,0
Namish,27.06666667,1,1,0,0,25,16,16,0,1,1,0
Namit,27.21666667,8,0,2,8,9,22,22,0,1,1,0
Namra,57.21666667,1,5,1,1,0,22,22,0,1,1,0
Namrata,30.9,8,4,1,8,11,13,13,1,1,1,0
Namya,43.33333333,9,3,7,1,1,14,14,1,0,0,1
Namyasingh,46.88333333,11,0,9,5,9,7,7,1,0,0,1
Nancy,31.01666667,3,1,9,0,9,5,5,1,0,0,1
Nandan,98.23333333,7,4,9,3,5,10,10,1,0,0,1
Nandica,196.1333333,15,6,9,4,9,6,6,1,0,0,1
Nandish,35.26666667,9,0,9,9,2,10,10,1,0,0,1
Nandita,60.71666667,15,9,2,15,11,15,15,1,1,1,0
Nanhi,45.43333333,14,1,7,13,8,14,14,1,0,0,1
Nanu,77.83333333,3,10,9,3,24,10,10,1,0,0,1
Narang,68.26666667,15,0,9,10,14,23,23,0,0,1,1
Narayani,41.95,0,3,2,0,0,15,15,1,1,1,0
Narsh,27.11666667,7,3,6,7,8,20,20,0,1,1,1
Naruto,33.18333333,6,0,9,5,6,19,19,1,0,1,1
Nava,96.51666667,15,10,4,12,2,22,22,0,1,1,0
Navanya,29.91666667,8,2,8,7,9,14,14,1,0,0,1
Navgangster,70.86666667,3,10,9,3,10,9,9,1,0,0,1
Navgun,34.06666667,6,6,9,0,8,11,11,1,0,0,1
Navi,29.13333333,3,0,1,3,3,20,20,0,1,1,0
Navika,29.68333333,9,4,1,9,5,23,23,0,1,1,0
NavikaKamboj,26.71666667,6,3,3,6,3,14,14,1,1,1,0
Navikasingh,117.9166667,15,10,9,8,2,19,19,1,0,1,1
Navila,125.35,15,10,9,3,21,20,20,1,0,1,1
Navish,28.01666667,0,2,2,0,0,15,15,1,1,1,0
Naviya,36.38333333,1,3,0,0,5,7,7,1,1,0,0
Navjxt,27.35,5,0,0,0,7,15,15,0,1,1,0
Navneet,33.13333333,3,2,7,2,4,16,16,1,0,1,1
Navraj7,99.7,15,7,9,15,14,2,2,1,0,0,1
Navu,81.66666667,15,8,9,15,6,13,13,1,0,0,1
Navucutie,31.3,5,2,3,5,0,23,23,0,1,1,0
Navukandro,29.01666667,0,5,1,0,0,20,20,0,1,1,0
Navy1244,33.06666667,3,4,4,1,5,14,14,1,1,1,0
Navya,28.65,9,4,2,9,10,20,20,0,1,1,0
Navyagoel,27.4,5,4,7,5,5,10,10,1,0,0,1
Navyagoyal,48.63333333,11,8,9,6,6,0,0,1,0,0,1
Navyansh,39.38333333,7,4,9,2,1,14,14,1,0,0,1
Nawaz,30.56666667,8,4,1,8,7,22,22,0,1,1,0
Naya,45.11666667,7,7,9,1,0,15,15,1,0,1,1
Nayasakhanna,91.11666667,7,5,1,7,19,12,12,1,1,0,0
Nayonika,29.36666667,4,5,0,0,2,20,20,0,1,1,0
Nayra,28.55,6,3,8,3,3,11,11,1,0,0,1
Naysha22,30.9,4,3,3,4,6,22,22,0,1,1,0
Nazish,37.26666667,4,1,2,4,11,12,12,1,1,1,0
Neel,82.96666667,15,3,9,3,18,14,14,1,0,0,1
Neerajjain,41.93333333,7,4,3,7,10,20,20,0,1,1,0
Neerav,26.9,4,5,2,4,5,0,0,1,1,0,0
Neeru51234,179.5666667,0,10,9,0,0,16,16,1,0,1,0
Neeti,335.8,11,10,9,11,35,13,13,1,0,0,0
Neev,29.6,1,0,2,1,3,23,23,0,1,1,0
Neevjain,36.63333333,10,4,1,4,6,15,15,0,1,1,0
Neha,111.4166667,15,10,9,15,3,22,22,1,0,1,1
Nehal,26.8,6,5,6,6,4,17,17,1,1,1,1
Nehan,97.11666667,10,3,9,6,4,19,19,1,0,1,1
Neharika,37.4,6,5,9,0,2,15,15,1,0,1,1
Neil,29.86666667,7,0,0,0,3,14,14,0,1,1,0
Nemooo,26.76666667,5,3,4,5,3,15,15,1,1,1,0
Nevedhya,37.06666667,6,4,2,6,0,8,8,1,1,0,0
Nevergive,28.1,1,4,4,1,9,13,13,1,1,1,0
Newgirl,27.13333333,7,0,6,0,10,20,20,0,0,1,1
Nezuko,40.71666667,6,2,3,3,11,13,13,1,1,1,0
Ngaming,36.7,1,0,5,0,1,13,13,1,0,1,0
NiAa1215,48.9,15,6,9,12,15,14,14,1,0,0,1
Nibhaapro,26.68333333,2,2,1,2,13,13,13,1,1,1,0
Nidhi,32.96666667,6,5,1,6,0,15,15,1,1,1,0
Nids,32.06666667,6,4,6,6,4,22,22,0,1,1,1
Nihaarika,29.66666667,3,2,5,1,2,11,11,1,0,0,0
Nihalhaster,58.95,11,3,9,7,0,17,17,1,0,0,1
Nihari,41.01666667,11,5,2,11,7,18,18,0,1,1,0
Niharika,52.9,3,0,3,0,19,6,6,1,0,0,0
Nihira,47.2,0,3,3,0,0,13,13,1,1,1,0
Nihit,30.58333333,7,0,7,7,1,17,17,1,0,1,1
Nihitha,75.71666667,11,3,9,2,13,12,12,1,0,0,1
Nihu,34.98333333,10,6,0,0,3,12,12,1,1,0,0
Niimit,42.18333333,11,0,9,11,8,16,16,1,0,0,1
Nik,37.88333333,11,4,6,6,14,19,19,0,1,1,1
Nike,94.76666667,2,10,6,2,36,21,21,1,1,1,0
Niket,49.95,11,1,9,11,15,12,12,1,0,0,1
Nikhil,148.4166667,14,10,9,14,3,16,16,1,0,0,1
Niki,29.71666667,2,3,6,2,11,20,20,1,0,1,1
Nikita,28.53333333,6,0,4,4,5,12,12,1,0,0,0
NikkJoy,26.61666667,2,3,1,2,14,14,14,1,1,1,0
Nikki,26.76666667,4,1,1,4,7,9,9,1,1,0,0
Nikku,64.46666667,5,6,1,5,14,10,10,1,1,0,0
Nikunj,27.78333333,7,5,3,7,9,15,15,1,1,1,0
Nilesh,190.8166667,5,6,9,5,20,12,12,1,0,0,0
NimbuOp,29.96666667,2,1,2,2,13,12,12,1,1,1,0
Nimrat,29.95,6,5,6,3,5,20,20,1,1,1,1
Nimsi,26.98333333,6,2,1,6,7,15,15,0,1,1,0
Nimysha,31,0,4,7,0,0,20,20,1,0,1,1
Ninja,39.43333333,8,3,5,7,7,10,10,1,0,0,1
NinjaHardik,28.61666667,1,1,6,1,3,14,14,1,0,1,1
Ninjas,153.3666667,15,2,4,15,13,18,18,0,1,0,0
Ninke,47.45,3,8,9,1,8,22,22,1,0,1,1
Niramla,35.15,7,4,5,5,2,14,14,1,1,1,1
Nirmalox,110.9833333,8,1,9,8,13,14,14,1,0,0,1
NirmanMeet,41.51666667,9,3,9,1,0,14,14,1,0,0,1
Nirmit,35.15,6,6,4,6,11,15,15,1,1,1,0
Nirnaya,58.63333333,15,4,6,15,16,17,17,0,1,0,1
Nirva,28.23333333,8,4,8,0,9,16,16,1,0,1,1
Nirvi,71.95,15,8,8,15,3,22,22,1,1,1,1
NirviParmar,65.36666667,15,10,9,11,1,20,20,1,0,1,1
Nirya,41.8,11,3,4,11,9,13,13,1,1,0,1
Nisarga,53.11666667,9,9,9,9,6,19,19,1,0,1,1
Nish,29.91666667,7,4,4,7,7,22,22,0,1,1,0
Nish10,42.25,8,6,9,6,6,23,23,1,0,1,1
Nisha,81.5,11,10,7,11,7,21,21,1,1,1,1
Nishchaya,48.15,8,2,5,7,4,23,23,0,1,1,1
Nishi,35.56666667,9,2,3,9,4,22,22,0,1,1,0
Nishi311213,38.08333333,4,1,0,0,5,21,21,0,1,1,0
Nishidha,385.1833333,15,10,9,11,12,11,11,1,0,0,0
Nishika,26.81666667,0,0,6,0,0,15,15,1,0,1,1
Nishika311213,32.41666667,9,6,1,9,2,13,13,1,1,1,0
Nishkarsh,44.26666667,6,6,9,6,10,0,0,1,0,0,1
Nishtha,33.11666667,9,4,1,9,8,13,13,1,1,1,0
Nishu,51.31666667,15,1,4,15,18,15,15,0,1,0,1
Nitesh,261.4,15,10,9,15,28,7,7,1,0,0,0
Nithu,36.91666667,8,7,7,6,0,8,8,1,0,0,1
Niti,94.65,15,10,9,15,19,22,22,1,0,1,1
Nitika,113.8666667,4,4,9,0,10,20,20,1,0,1,1
Nitish,291.1833333,1,10,9,1,196,20,20,1,0,1,0
Nitu,34.15,0,1,9,0,0,21,21,1,0,1,1
Nitya,35.63333333,8,1,3,8,5,12,12,1,1,0,0
Nityajaat,27.83333333,0,4,4,0,0,21,21,0,1,1,0
Nityam,30.81666667,0,5,9,0,0,20,20,1,0,1,1
Nityansh,28.98333333,9,1,0,0,4,9,9,1,1,0,0
Nityapro10,38.25,5,3,2,5,2,22,22,0,1,1,0
Nivaan,54,10,6,6,10,5,16,16,1,1,1,1
Nivan,30.46666667,0,1,2,0,0,23,23,0,1,1,0
Nivid,84.33333333,15,10,9,15,9,19,19,1,0,1,1
Nivisha,75.81666667,13,10,9,13,0,8,8,1,0,0,1
Nivita,94.61666667,15,7,6,15,15,11,11,1,0,0,1
Niya25,37.88333333,11,0,9,11,7,10,10,1,0,0,1
Niyan,27.26666667,0,3,2,0,0,22,22,0,1,1,0
Niyati,97.11666667,15,7,9,15,13,10,10,1,0,0,1
Nlink,59.78333333,15,9,1,2,9,20,20,0,1,1,0
Nnawab04,29.38333333,5,1,4,5,2,17,17,0,1,1,0
Nnnnnn,128.8,6,10,9,6,18,10,10,1,0,0,1
Nnvxdnkkx,45.51666667,2,5,9,2,6,15,15,1,0,1,1
Nobam,27.91666667,3,0,6,1,8,22,22,0,0,1,1
Nobita897,27.86666667,8,1,6,1,1,13,13,1,0,0,1
Nobodyoo3,26.78333333,7,3,0,0,9,15,15,0,1,1,0
Nonomono50,149.3,15,10,9,15,19,12,12,1,0,0,1
Nonu,27.26666667,4,0,7,3,8,9,9,1,0,0,1
Noor,36.21666667,1,6,2,1,16,11,11,1,1,1,0
NoorSamaira,115.0166667,7,10,9,7,1,12,12,1,0,0,1
Noorfateh,85.48333333,15,8,2,15,2,19,19,0,1,1,0
Noreencuty,27.6,1,5,3,1,27,16,16,1,1,1,0
NotArman25,31.33333333,2,4,4,1,9,16,16,1,1,1,0
NotRustyOfficial,28.08333333,1,3,7,0,24,13,13,1,0,1,1
Nothing,32.88333333,2,4,0,0,1,15,15,1,1,1,0
Nothingatall,39.65,2,7,9,2,3,19,19,1,0,1,1
Notx62,79.56666667,4,1,9,2,21,17,17,1,0,1,1
Noyessss,30.36666667,8,5,3,8,5,17,17,1,1,1,0
Nupur,51.13333333,11,6,9,11,3,22,22,1,0,1,1
Nuvum,29.25,0,1,0,0,0,12,12,1,1,1,0
Nvvjfjfjfjdjskk,27.5,0,5,1,0,0,21,21,0,1,1,0
Nysa,33.6,0,0,8,0,0,21,21,1,0,1,1
Nysha,58.55,6,10,9,4,13,13,13,1,0,0,1
Nzgamer,30.26666667,7,4,5,3,4,22,22,0,1,1,1
OGonish0,32.33333333,4,3,3,4,2,16,16,1,1,1,0
OPAMT,27.53333333,1,0,6,1,24,22,22,0,0,1,1
OPPROGARV,54.45,15,5,9,5,6,20,20,1,0,1,1
Oblock,36.66666667,7,0,9,0,1,17,17,1,0,1,1
Officialabhi,40.15,9,6,0,0,10,5,5,1,1,0,0
Ojas,209.4,15,10,9,0,15,10,10,1,0,0,1
Ojas18590,29.5,0,2,7,0,0,13,13,1,0,1,1
Ojasbaweja,33.13333333,7,0,4,2,2,23,23,0,1,1,0
Ojasvi,38.96666667,1,6,6,1,32,20,20,1,1,1,1
Ojaswini34,44.78333333,5,4,3,5,4,10,10,1,1,0,0
Olivia,74.2,7,10,9,7,12,2,2,1,0,0,1
OliviaPuppyDog,29.66666667,1,3,5,1,14,21,21,0,1,1,0
OmVish,62.8,7,1,9,1,15,10,10,1,0,0,1
Omega,48.33333333,14,4,6,13,14,2,2,1,0,0,1
Omggod,38.9,4,7,9,1,6,22,22,1,0,1,1
Omika,65.05,15,5,9,8,5,19,19,1,0,1,1
Omisha,34.01666667,3,4,7,3,8,19,19,1,0,1,1
Omkar,113.7666667,15,6,9,15,8,16,16,1,0,0,1
Omkar78,27.1,7,4,3,7,5,13,13,1,1,1,0
Ommalyan,29.96666667,9,5,7,6,10,16,16,1,0,1,1
Omop,38.38333333,9,3,9,8,3,16,16,1,0,1,1
Onlycricket,65.76666667,13,7,9,13,6,17,17,1,0,0,1
Ooolifestyle,144.95,15,10,9,13,23,17,17,1,0,0,1
Oooo,115.3166667,15,1,4,15,20,15,15,0,1,0,0
Ooozie,31.95,6,5,1,4,4,18,18,0,1,1,0
OpAYAAN,34.9,11,1,3,8,13,17,17,0,1,1,0
Opboys,43.66666667,4,4,1,4,8,11,11,1,1,1,0
Opgamer,67.88333333,7,9,9,6,0,13,13,1,0,0,1
Opgamer25th,116.8666667,15,9,2,0,1,21,21,0,1,1,0
Opnihaas,82.5,15,5,9,15,12,20,20,1,0,1,1
Opplays,35.4,3,2,2,3,1,21,21,0,1,1,0
Opyash,36.01666667,6,3,1,6,8,16,16,0,1,1,0
Orange,57.03333333,15,5,5,15,18,11,11,1,1,0,1
Osamma,34.88333333,10,3,9,1,9,20,20,1,0,1,1
Oshi,63.45,5,8,9,4,9,16,16,1,0,1,1
Oviya,38.36666667,9,4,8,7,12,16,16,1,0,1,1
PAKHIbhavya,114.35,0,8,7,0,0,22,22,1,0,1,0
PATHANKING,28.48333333,3,2,1,0,2,13,13,1,1,1,0
PAXxPROGUY3784,32.68333333,5,6,8,2,2,9,9,1,0,0,1
PHOENIX,76.31666667,14,0,9,11,5,11,11,1,0,0,1
PJSandPAS,27.6,0,0,1,0,0,7,7,1,1,0,0
POPSTAR2828,77,13,10,9,3,14,18,18,1,0,1,1
PRABHJOT,35.78333333,11,3,0,0,8,15,15,0,1,1,0
PRACHITIWARI,36.73333333,11,4,6,0,9,13,13,1,0,0,1
PRANSHU,29.33333333,0,4,1,0,0,20,20,0,1,1,0
PRAYANKATYAL525721881983,177.55,15,0,9,15,17,7,7,1,0,0,1
PROAV19999,50.66666667,12,0,3,12,2,9,9,1,1,0,0
PTKochar,33.85,11,5,8,7,0,13,13,1,0,0,1
PUMI,32.21666667,5,4,0,0,1,14,14,1,1,1,0
PURAVplays,30.48333333,2,4,7,2,0,14,14,1,0,1,1
Paarth,121.5666667,3,10,3,3,0,5,5,1,1,0,0
Paavni,37.1,3,5,9,3,5,21,21,1,0,1,1
Pachorwala,70.93333333,10,4,9,10,16,23,23,0,0,1,1
Padamesh,30.16666667,9,0,5,9,5,21,21,0,1,1,1
Pahal,112.4666667,2,10,9,2,41,16,16,1,0,1,1
Pahir,51.35,6,5,9,6,1,0,0,1,0,0,1
Pakhi,31.33333333,0,6,8,0,0,10,10,1,0,0,1
Palaksh11,43.25,10,4,3,10,9,13,13,1,1,0,0
Palay,59.56666667,8,4,9,8,6,0,0,1,0,0,1
Paldesai,29.58333333,0,4,0,0,0,21,21,0,1,1,0
Palkhxn25,123.5666667,15,10,9,11,19,7,7,1,0,0,1
Pallav,30.3,0,1,7,0,0,16,16,1,0,1,1
Pallavi,38.3,1,1,5,1,18,8,8,1,0,0,0
Pamugamer,27.58333333,8,1,3,1,1,22,22,0,1,1,0
Panavpro,28.35,2,0,2,1,10,14,14,1,1,1,0
Panchhi,30.51666667,1,0,7,0,16,20,20,1,0,1,1
Panchi1316,43.75,13,5,3,2,8,20,20,0,1,1,0
