UserName,D0_total_time,D0_num_games,D0_num_sessions,D0_num_genres,D0_most_played_genre,D0_most_played_game,D0_first_activity_hour,D0_last_activity_hour,D1,D2,D3,D6
Deepanshu,179.8333333,15,10,9,15,4,15,15,1,0,0,1
Deepesh,28.5,8,1,1,5,9,21,21,0,1,1,0
Deepjyoti,47.13333333,3,4,2,3,8,16,16,1,1,1,0
Deepswayam,51.98333333,13,1,9,13,15,15,15,1,0,0,1
Deepti,37.93333333,5,6,2,0,0,18,18,1,1,1,0
Deepti22,77.78333333,3,0,9,3,25,17,17,1,0,1,1
Deepu,37.35,8,1,2,8,7,21,21,0,1,1,0
Deepuandmannu,30.73333333,5,5,3,5,1,14,14,1,1,1,0
Deeshu,315.55,9,3,9,9,33,9,9,1,0,0,0
Deeya,33.06666667,6,4,8,1,6,17,17,1,0,1,1
Dello,39.05,12,3,3,1,2,9,9,1,1,0,0
DesiJATNI,27.05,5,0,6,5,8,20,20,0,0,1,1
Destroyergirl,51.4,1,8,9,1,9,18,18,1,0,1,1
Dev12,38.91666667,7,4,8,3,6,10,10,1,0,0,1
DevAarRidUtk,51.75,15,9,9,15,15,14,14,1,0,0,1
DevBhai101,27.6,8,3,0,0,5,13,13,0,1,1,0
DevDragons,27.76666667,8,0,2,8,4,15,15,0,1,1,0
Deva,68.65,1,0,1,1,61,8,8,1,1,0,0
Devaansh,72.26666667,8,1,6,8,5,19,19,0,0,1,1
Devadevagod,30.41666667,8,1,3,8,4,1,1,1,0,0,0
DevajSutar,68.45,15,10,9,4,14,22,22,1,0,1,1
Devajpal,129.0666667,6,8,9,5,6,10,10,1,0,0,1
Devam,93.2,0,7,9,0,0,19,19,1,0,1,1
DevandRishi,28.35,8,1,2,8,11,14,14,0,1,1,0
Devank,27.88333333,8,4,3,0,8,10,10,1,1,0,0
Devansh,27.6,5,1,2,5,2,10,10,1,1,0,0
Devansh321,29.45,5,5,8,1,5,23,23,1,0,1,1
Devanshi,77.98333333,15,7,3,9,6,16,16,0,1,0,0
Devarsh,27,2,4,6,2,3,13,13,1,0,1,1
Devbhai,27.06666667,5,0,0,0,0,20,20,0,1,1,0
Devd,42.18333333,3,7,7,1,11,10,10,1,0,0,1
Devesh,46.33333333,13,0,5,11,15,13,13,1,0,0,1
Deveshi,103.4333333,8,10,9,8,15,16,16,1,0,1,1
Devil,36.16666667,7,0,0,0,6,12,12,0,1,0,0
Devil69,28.88333333,8,2,6,4,3,13,13,1,0,0,1
Devils,35.41666667,6,5,3,3,8,18,18,1,1,1,0
Devin,34.13333333,2,5,1,2,12,18,18,0,1,1,0
Devishi,32.46666667,5,2,4,5,3,10,10,1,0,0,0
Devking,69.58333333,6,10,9,0,7,14,14,1,0,0,1
Devmehta,127.3,6,10,9,6,19,23,23,1,0,1,1
Devmitrasodha,42.31666667,10,5,8,9,6,16,16,1,0,1,1
Devopari,31.4,3,1,6,3,8,21,21,0,0,1,1
Devpromax,31.45,7,3,4,7,2,21,21,0,1,1,0
Devu,32.43333333,9,5,0,0,3,23,23,0,1,1,0
Devuuu,59.15,14,10,9,12,7,20,20,1,0,1,1
Deyash,27.51666667,4,2,1,4,0,15,15,0,1,1,0
Deyvick,274.2166667,15,10,9,15,6,0,0,1,0,0,0
Dfgh,30.03333333,6,2,8,3,7,11,11,1,0,0,1
Dg8r6yap,35.76666667,4,0,3,3,3,9,9,1,1,0,0
Dgbgvvbvxrdh,38.3,8,0,9,4,2,21,21,0,0,1,1
Dhaanyajain,43.6,6,4,0,0,6,15,15,0,1,1,0
Dhairrya,114.8666667,10,10,9,10,10,10,10,1,0,0,1
Dhairya,51.23333333,11,1,4,3,3,20,20,0,1,1,0
Dhairyapatil,49.01666667,0,8,9,0,0,18,18,1,0,1,1
Dhairyash,28.71666667,8,1,8,8,2,21,21,0,0,1,1
Dhakad,30.4,3,5,7,3,2,18,18,1,0,1,1
Dhani,28.15,3,3,6,3,1,18,18,1,0,1,1
Dhanibhoi,65.63333333,3,6,9,0,17,14,14,1,0,1,1
Dhanish,48.93333333,9,6,8,9,5,15,15,1,0,0,1
DhanishaAgarwal,74.05,15,7,0,0,18,13,13,0,1,0,0
Dhanishka,29.75,5,4,1,0,8,22,22,0,1,1,0
Dhanshri,44.6,14,1,9,14,4,17,17,1,0,0,1
Dhanush18hjk,58.01666667,15,2,9,10,3,19,19,0,0,1,1
Dhanvi,37.76666667,2,0,8,1,3,18,18,1,0,1,1
Dhanyata,39.16666667,10,6,2,10,11,8,8,1,1,0,0
Dhara,29.48333333,7,3,6,1,4,20,20,0,1,1,1
Dharam,27.08333333,7,4,1,2,5,16,16,0,1,1,0
Dhariti,33.06666667,2,2,0,0,6,16,16,0,1,1,0
Dhariya,27.68333333,4,5,3,2,5,23,23,0,1,1,0
Dhariya9999,29.7,0,1,0,0,0,15,15,0,1,1,0
Dhawan,29.1,7,3,2,7,10,20,20,0,1,1,0
Dhillon,28.28333333,0,3,3,0,0,23,23,0,1,1,0
Dhiyansh,43.31666667,5,7,1,5,7,22,22,0,1,1,0
Dhjduhfuj,27.5,7,0,8,7,0,17,17,1,0,1,1
Dhoni,66.36666667,15,4,9,15,7,16,16,1,0,0,1
Dhrumiltheprohacker,27.33333333,0,2,3,0,0,17,17,1,1,1,0
DhrutiPatel,132.8833333,15,4,9,15,13,22,22,0,0,1,1
Dhruv,27.93333333,1,4,7,1,16,9,9,1,0,0,1
DhruvGarg,43.66666667,5,5,1,5,6,8,8,1,1,0,0
Dhruvansh,39.26666667,11,2,4,11,3,22,22,0,1,1,1
Dhruvanth,29.28333333,6,2,3,6,7,22,22,0,1,1,0
Dhruvbhappa,37.61666667,9,6,6,9,5,11,11,1,0,0,1
Dhruvi,739.3833333,15,10,9,15,14,9,9,1,0,0,0
Dhruvika,38.1,12,6,8,9,14,23,23,0,0,1,1
Dhruvikaba,47.43333333,10,6,9,8,5,19,19,1,0,1,1
Dhruvil,27.35,0,4,5,0,0,19,19,1,1,1,0
Dhruvin7,37,11,1,5,3,3,15,15,0,0,0,1
Dhruvini,27.53333333,3,1,1,3,9,16,16,0,1,1,0
Dhruvv,58.46666667,13,4,4,13,10,22,22,0,1,1,1
Dhurvijj,32.38333333,7,4,1,7,1,21,21,0,1,1,0
Dhwaj,66.01666667,5,7,9,5,2,0,0,1,0,0,1
Dhwni,68,15,3,2,1,16,23,23,0,1,1,0
Dhyan,33.2,4,2,9,2,0,13,13,1,0,0,1
Dhyanvi,38.78333333,7,5,7,0,7,19,19,1,0,1,1
Dhyey,36.36666667,0,0,6,0,0,16,16,1,0,1,0
DiKa,43.96666667,11,6,2,11,3,18,18,0,1,1,0
Diaa,66.48333333,3,10,9,2,8,22,22,1,0,1,1
Diana,30.75,7,3,0,0,5,20,20,0,1,1,0
Diana22,28.6,3,3,4,0,0,20,20,0,1,1,0
Dierra,87.96666667,15,10,9,15,17,15,15,1,0,0,1
Digangana,34.61666667,3,6,3,3,5,23,23,0,1,1,0
Digvi,27.25,3,1,0,0,2,18,18,0,1,1,0
DigviGupta,56.98333333,14,4,8,14,15,13,13,1,0,0,1
Dihaan,43.38333333,4,6,0,0,8,2,2,1,1,0,0
Diksha,56.75,12,6,9,12,13,10,10,1,0,0,1
Dikshita18,32.86666667,8,5,8,5,5,11,11,1,0,0,1
Dil,29.55,9,3,7,1,7,13,13,1,0,0,1
Dilawar,29.1,5,0,1,5,7,14,14,0,1,1,0
Dilisha,30.88333333,1,2,5,1,27,9,9,1,0,0,0
Dilnoor,34.66666667,1,5,9,0,13,8,8,1,0,0,1
Dilnoorkaur,30.15,7,5,3,0,2,8,8,1,1,0,0
Dimaa,63.06666667,15,6,9,10,17,17,17,1,0,0,1
Dimpi,52.76666667,5,8,9,5,9,13,13,1,0,0,1
Dipa,33.9,1,1,9,1,31,19,19,1,0,1,1
Dipti,26.71666667,3,0,2,2,2,20,20,0,1,1,0
Disha,38.11666667,0,2,7,0,0,19,19,1,0,1,1
Dishant,26.83333333,1,2,5,1,7,10,10,1,0,0,0
Dishantdedhia28,27.13333333,3,1,6,3,6,0,0,1,0,0,1
Dishiandprisha,59.76666667,4,9,5,3,9,16,16,1,1,1,0
Dishika,35.96666667,0,3,4,0,0,22,22,0,1,1,0
Dishti,47.06666667,13,1,8,13,9,1,1,1,0,0,1
Dishu,406.3666667,15,9,9,2,22,14,14,1,0,0,0
Dishuuuu,40.76666667,12,4,5,12,0,22,22,0,1,1,1
Dishuuuuuu,64.38333333,15,3,9,15,7,19,19,1,0,1,1
Diti,42.91666667,6,0,8,0,6,13,13,1,0,0,1
Ditilucky,37.68333333,6,5,2,6,6,10,10,1,1,0,0
Ditvi,33.21666667,0,2,5,0,0,22,22,0,1,1,0
Ditya,211.5666667,3,10,9,3,67,22,22,1,0,1,0
Diu3125,31.61666667,6,0,8,6,0,19,19,1,0,1,1
Divakshiprajapat,33.35,2,6,8,1,4,11,11,1,0,0,1
Divamjain,33.65,3,3,0,0,10,19,19,0,1,1,0
Divesh,47.48333333,0,1,2,0,0,12,12,1,1,1,0
Divija,26.95,2,2,2,2,0,15,15,1,1,1,0
Divineangel,110.5333333,15,10,9,15,13,14,14,1,0,0,1
Divisha,36.5,8,4,8,0,1,12,12,1,0,0,1
Divit,29.58333333,8,0,1,8,0,15,15,0,1,1,0
Divraaj,50.36666667,0,0,8,0,0,8,8,1,0,0,1
Divy,55.53333333,15,7,9,15,13,16,16,1,0,0,1
Divya,50.75,5,5,1,2,4,8,8,1,1,0,0
DivyaKotwani,39.55,7,1,2,7,0,23,23,0,1,1,0
Divyaanpuniani,86.83333333,3,7,9,3,5,19,19,1,0,1,1
Divyam,34.78333333,1,4,9,1,1,13,13,1,0,1,1
Divyanka,31.68333333,4,3,6,4,7,16,16,1,0,1,1
Divyansh,35.53333333,8,5,1,8,9,0,0,1,1,0,0
Divyansh95,39.61666667,10,3,9,3,1,21,21,1,0,1,1
Divyanshi,63.28333333,15,9,8,15,9,20,20,1,1,1,1
Divyesh,30.35,9,4,7,9,9,22,22,0,0,1,1
Diyaan,46,11,7,3,3,7,14,14,1,1,1,0
Diyash,31.96666667,3,1,1,3,3,21,21,0,1,1,0
Dj110,27.51666667,1,3,1,1,11,13,13,1,1,1,0
Djffyvxdug,64.26666667,15,2,9,3,15,12,12,1,0,0,1
Djsneke,36.96666667,2,4,8,1,11,9,9,1,0,0,1
Dmsr999,38.66666667,11,4,7,11,10,18,18,1,0,1,1
DoHaeYi,55.81666667,13,8,9,2,13,23,23,1,0,1,1
Dodo,46.95,2,1,9,2,21,13,13,1,0,0,1
Doggy,147.8833333,15,10,9,8,8,21,21,1,0,1,1
Dolcy,365.9166667,15,10,9,15,27,6,6,1,0,0,0
Doll,29.01666667,7,3,4,7,0,14,14,1,1,1,0
Dolly,57.36666667,11,4,2,11,7,17,17,0,1,1,0
Dominar140567,48.68333333,12,8,9,7,15,14,14,1,0,0,1
Doraemon,100.9666667,15,10,2,15,14,17,17,1,1,1,0
Doremon,28.33333333,2,4,2,2,9,4,4,1,1,0,0
Dormantauthor,27.48333333,6,3,1,6,0,14,14,1,1,1,0
Dotbrohashira,43.83333333,12,6,9,12,10,22,22,1,0,1,1
Doyelpohani,30.21666667,4,1,3,4,4,11,11,1,1,0,0
Dpatel,34.36666667,4,5,9,2,3,22,22,1,0,1,1
Drashti,65.86666667,15,10,0,0,8,22,22,0,1,1,0
Drashti101410,30.35,8,1,3,2,4,8,8,1,1,0,0
Drashti2014,33.68333333,5,0,6,5,6,10,10,1,0,0,1
Dravya223,44.55,10,5,2,10,3,20,20,0,1,1,0
DrawwithAnvika,364.0333333,15,10,9,15,21,8,8,1,0,0,0
Drccreater004,32.51666667,6,5,6,3,8,13,13,1,0,0,1
Dreamcar,37.43333333,7,1,4,0,3,20,20,0,1,1,0
Dresh,40.15,12,0,6,2,8,21,21,0,0,1,1
Drishi,29.66666667,2,5,0,0,11,0,0,1,1,0,0
Drishti,88.05,15,10,5,7,8,0,0,1,0,0,1
Drishtipradhan,40.66666667,11,0,2,8,4,13,13,0,1,0,0
Drishyam,96.83333333,15,10,9,4,11,13,13,1,0,0,1
DristiYuvraj,36.8,3,3,9,1,6,22,22,1,0,1,1
Dritan,34.78333333,10,1,8,5,5,17,17,1,0,1,1
Dronaking,27.08333333,0,1,6,0,0,14,14,1,0,1,1
Druvi,64.3,15,2,7,2,13,22,22,0,0,1,1
Dsana123,121.9333333,15,1,9,15,22,12,12,1,0,0,1
Dsds,50.01666667,10,7,9,0,10,10,10,1,0,0,1
DudDash,27.05,5,3,1,5,6,23,23,0,1,1,0
Dudu,36.88333333,6,4,3,0,8,14,14,1,1,1,0
Duggu,27.08333333,5,1,0,0,10,17,17,0,1,1,0
Dugu,44.86666667,10,5,8,1,13,21,21,1,0,1,1
Dukedetain,48.98333333,1,9,9,1,29,9,9,1,0,0,1
Durva,37.11666667,11,5,1,11,5,12,12,1,1,0,0
Durvesgsingla,30.3,7,4,9,2,5,15,15,1,0,1,1
Durvish,77.61666667,3,3,4,3,8,14,14,1,1,1,0
Dushmanta,83.75,9,9,9,9,0,19,19,1,0,1,1
Dushyant,62.03333333,7,7,9,3,2,9,9,1,0,0,1
Dwiti,28.76666667,5,3,2,1,7,16,16,0,1,1,0
Dxpro,27.61666667,7,2,0,0,9,15,15,0,1,1,0
EAGLEAARAV1902,33.2,5,4,7,5,11,17,17,1,0,1,1
ED21,37.05,8,0,7,3,5,9,9,1,0,0,1
Eadprmri786,26.8,3,1,2,3,10,17,17,0,1,1,0
Eagleking,35.05,7,1,8,1,8,15,15,1,0,0,1
Ebaadmj,26.93333333,7,0,3,7,3,7,7,1,1,0,0
Eddwr,51.5,7,9,8,1,12,20,20,1,0,1,1
Eeshvi,26.91666667,7,1,6,7,8,22,22,0,0,1,1
Ehankhan123,51.63333333,11,4,9,3,5,11,11,1,0,0,1
Eintr,26.75,6,0,7,6,4,18,18,1,0,1,1
Eiti,35.11666667,11,1,2,11,8,15,15,0,1,1,0
Ekam,28.35,1,3,4,1,7,21,21,0,1,1,0
Ekamjot,31.1,6,5,9,0,5,13,13,1,0,0,1
Ekanshgarg,57.05,7,6,9,0,13,12,12,1,0,0,1
Ekjap,27.15,4,0,3,1,3,23,23,0,1,1,0
Eklavya,32.83333333,0,3,0,0,0,22,22,0,1,1,0
Eknoor,92.9,15,10,9,15,19,19,19,1,0,1,1
Eknoorgill,28.01666667,6,5,4,1,7,13,13,1,1,1,0
Ekveer,54.4,9,6,9,5,8,16,16,1,0,1,1
EliveshYadav,222,15,10,4,6,22,7,7,1,1,0,0
Ember,36.11666667,7,3,4,1,4,9,9,1,1,0,0
Emeny,32.2,3,4,4,2,5,11,11,1,1,0,0
Emma,31.48333333,5,0,6,0,6,13,13,1,0,0,1
Emma1234,151.1,15,10,9,8,5,15,15,1,0,0,1
Emmanuel,51.76666667,2,5,4,2,6,14,14,1,1,1,0
Epicoo,43.08333333,10,6,8,10,3,16,16,1,0,1,1
Eriiwer,33.76666667,9,4,9,3,0,20,20,1,0,1,1
Erty,27.55,4,4,7,2,0,0,0,1,0,0,1
Ertyuiof,70.21666667,15,4,9,11,9,15,15,1,0,0,1
Eshe,113.8,15,0,9,8,8,19,19,0,0,0,1
Esht,138.0333333,15,10,9,15,19,7,7,1,0,0,1
Esther282013,31.31666667,9,4,2,7,6,11,11,1,1,0,0
Ethan,31.93333333,5,2,7,4,3,9,9,1,0,0,1
Ethuronaldo,83.96666667,15,5,9,7,13,6,6,1,0,0,1
EvaReyanshAdhrit,62.16666667,15,10,9,11,14,13,13,1,0,0,1
Evana,33.73333333,6,2,9,0,1,14,14,1,0,0,1
Evil,39.46666667,1,2,1,1,3,21,21,0,1,1,0
Experts,27.58333333,5,5,4,5,3,20,20,0,1,1,0
Eyan,38.45,9,4,9,9,13,16,16,1,0,1,1
Ezu,30.21666667,7,4,4,1,3,20,20,0,1,1,0
FUNGUY,113.6833333,14,10,9,10,14,6,6,1,0,0,1
Faaiza,37.38333333,0,4,3,0,0,18,18,1,1,1,0
Fahad,94.66666667,15,7,2,15,3,22,22,0,1,1,0
Faiqa,60.33333333,2,3,8,2,26,12,12,1,0,0,1
Faizan,50.03333333,15,1,9,15,15,20,20,0,0,1,1
Faizimam,32.85,7,0,7,0,8,14,14,1,0,0,1
Falak,31.23333333,0,6,9,0,0,21,21,1,0,1,1
Family,45.76666667,10,1,9,10,1,22,22,0,0,1,1
Fanah006,60.3,2,9,9,2,22,23,23,1,0,1,1
Fantagaming,79.45,13,4,9,13,1,21,21,0,0,1,1
Fareesuddin,69.53333333,7,10,9,7,3,20,20,1,0,1,1
Fariq,30.76666667,4,2,4,3,1,14,14,1,1,1,0
Farmers,38.33333333,10,4,5,10,5,13,13,1,1,0,1
Fatehandrehhmat,45.21666667,4,8,9,4,0,17,17,1,0,1,1
Fatehbeer152014,29.95,2,2,8,2,13,14,14,1,0,1,1
Fatima,136.3333333,15,4,5,0,13,9,9,1,0,0,0
Fatimah,30.88333333,2,1,5,0,11,16,16,1,0,1,0
Fatimakc123,120.5833333,10,10,9,10,12,13,13,1,0,0,1
Fbbxxnhdgxehah,27.16666667,3,3,0,0,1,17,17,0,1,1,0
Fbrcsjtgshteh,34.41666667,4,6,6,2,6,13,13,1,0,1,1
Fdxsfffcccc,65.78333333,2,1,9,2,9,18,18,1,0,1,1
FeDr0n96425,31,10,3,4,0,2,21,21,0,1,1,1
Ferin,33.65,6,0,5,6,6,21,21,0,1,1,1
Fffffffjft,33.55,9,3,0,0,3,23,23,0,1,1,0
Fhfuc,28.9,3,2,3,3,9,19,19,0,1,1,0
Fighter,36.48333333,4,0,9,4,9,18,18,1,0,1,1
Fiona,33.61666667,4,2,6,4,11,18,18,1,0,1,1
Fire,43.35,3,3,9,1,6,14,14,1,0,1,1
Fireboy,33.11666667,7,2,9,7,1,9,9,1,0,0,1
Firedragonaire2091,37.48333333,2,0,1,2,9,17,17,0,1,1,0
Firsti,36.78333333,2,3,2,2,20,10,10,1,1,0,0
Fjfdduvc,26.8,4,3,1,4,6,14,14,1,1,1,0
Folenderray,34.16666667,2,5,4,2,15,13,13,1,1,1,0
Freny,62.45,3,3,1,3,7,15,15,0,1,1,0
Friends,54.55,13,3,9,4,10,16,16,1,0,0,1
Frucsyixe,28.58333333,5,2,2,5,3,23,23,0,1,1,0
Funky,33.73333333,5,0,5,5,7,12,12,1,0,0,0
Fushiguro,27.46666667,7,5,6,7,3,16,16,1,1,1,1
Futureguy,27.68333333,0,4,7,0,0,19,19,1,0,1,1
GALAXYAANYA,28.85,3,3,0,0,6,19,19,0,1,1,0
GAMERVANSH,34.51666667,0,4,3,0,0,10,10,1,1,0,0
GARVIT,33.01666667,8,1,3,8,2,22,22,0,1,1,0
GB11,51.93333333,9,2,4,9,1,21,21,0,1,1,0
GB17,255.4,15,10,9,15,2,15,15,1,0,0,0
GENESIS,27.58333333,9,3,4,9,3,13,13,1,1,0,1
GOKUL,42.38333333,1,7,9,1,31,18,18,1,0,1,1
GREENKING529,54.86666667,11,6,8,0,3,10,10,1,0,0,1
GTajb,26.75,1,1,7,1,11,9,9,1,0,0,1
GUJJAR,148.85,15,10,9,15,2,10,10,1,0,0,1
GUMEHAROP,33.13333333,1,5,4,1,27,0,0,1,0,0,0
GURFATEH,47.18333333,2,0,4,2,18,9,9,1,0,0,0
Gagan,64.6,9,10,9,9,3,8,8,1,0,0,1
Gaganking,30.96666667,7,4,4,7,5,19,19,0,1,1,0
Gaggu,26.95,3,2,6,0,0,13,13,1,0,1,1
Galexy,27.78333333,2,3,8,1,4,14,14,1,0,1,1
Game,27.4,3,2,8,1,10,22,22,1,0,1,1
Gamequeen,28.71666667,2,2,1,2,5,21,21,0,1,1,0
Gamer,32.55,3,5,2,3,9,22,22,0,1,1,0
Gamer1,163,15,10,9,4,25,21,21,1,0,1,1
Gamer123,513.5666667,15,10,9,10,6,11,11,1,0,0,0
Gamer3104456,54.8,4,9,9,0,2,19,19,1,0,1,1
GamerGaurang,31.83333333,6,0,4,2,1,1,1,1,0,0,0
GamerProLakshya,37.18333333,9,1,7,3,7,19,19,0,0,1,1
Gamerboy,129.7666667,2,10,9,2,25,19,19,1,0,1,1
Gamergir1112014,51.96666667,3,3,4,1,12,17,17,1,1,1,0
Gamergirl,27.33333333,6,2,5,0,1,22,22,0,1,1,1
Gammu,84.3,15,10,2,15,12,7,7,1,1,0,0
Ganeshyt,34.96666667,1,3,0,0,29,15,15,0,1,1,0
Ganika,61.5,6,10,9,6,0,22,22,1,0,1,1
Gannu,29.51666667,8,4,2,3,5,14,14,1,1,1,0
Gansh,39.06666667,3,6,6,3,2,6,6,1,0,0,1
Gaosf,44.6,2,6,9,2,4,15,15,1,0,1,1
Gargee,30.33333333,7,3,6,3,4,11,11,1,0,0,1
Gargi,79.61666667,5,10,9,4,10,20,20,1,0,1,1
Garima,30.55,7,0,9,7,1,20,20,1,0,1,1
Garish,158.45,12,6,9,12,2,12,12,1,0,0,1
Garv,30.05,5,0,6,0,3,18,18,0,0,1,1
GarvTyagi,46.61666667,15,7,2,11,7,12,12,1,1,0,0
Garvika,28.96666667,0,0,5,0,0,18,18,1,0,1,0
Garvish,35.63333333,9,2,5,4,12,16,16,1,1,1,1
Garvmakan,89.16666667,15,10,9,15,15,17,17,1,0,0,1
Gaurang,64.95,5,4,9,5,11,17,17,1,0,1,1
Gauransh,105.15,15,10,9,6,15,16,16,1,0,0,1
Gauranshi,32.05,0,3,6,0,0,18,18,1,0,1,1
Gaurav,50.43333333,9,3,5,9,5,15,15,1,1,1,1
Gauri,31.6,0,6,2,0,0,22,22,0,1,1,0
Gauri0203,49.75,6,7,8,6,7,14,14,1,0,1,1
Gaurika,32.03333333,7,1,5,2,7,21,21,0,1,1,1
Gaurish,28.58333333,8,4,2,2,4,10,10,1,1,0,0
Gaurisha,40.7,0,0,4,0,0,11,11,1,0,0,0
Gaurvi,28.91666667,9,5,1,9,3,16,16,0,1,1,0
Gausulwara,28.48333333,8,1,1,8,7,9,9,1,1,0,0
Gautam,31.66666667,10,5,9,10,5,21,21,1,0,1,1
Gautamipanse,28.6,3,4,5,3,3,22,22,0,1,1,0
Gavy,48.7,8,2,4,7,1,12,12,1,1,0,0
Gavya,82.61666667,8,2,9,8,3,10,10,1,0,0,1
Gayatri,28.58333333,1,5,5,1,19,11,11,1,0,1,0
Gdhdv,74.76666667,8,10,9,8,3,16,16,1,0,1,1
Gdhs,62.11666667,15,4,9,15,13,18,18,1,0,0,1
Geetansh,57.5,15,4,0,0,7,12,12,0,1,0,0
Geetansh7,227.8166667,15,10,2,15,22,21,21,0,1,1,0
Geetika,40.26666667,5,4,8,1,10,18,18,1,0,1,1
Geetu,120.0666667,15,10,9,12,12,20,20,1,0,1,1
Geevi,41.5,1,1,9,1,5,19,19,1,0,1,1
GegeSan,28.16666667,8,3,6,8,1,21,21,0,1,1,1
Genius,30.76666667,9,0,5,9,3,11,11,1,0,0,1
GesCggg,111.1333333,0,10,9,0,0,18,18,1,0,1,1
Gggghhhhh,40.9,10,3,9,7,1,12,12,1,0,0,1
Ghansham,120.2666667,15,8,9,15,17,19,19,1,0,0,1
Ghar,30.21666667,3,5,5,3,10,16,16,1,1,1,0
Ghn,31.15,8,1,5,2,6,16,16,1,0,1,1
Ghoochu,30.56666667,1,5,6,0,24,23,23,1,1,1,1
GhostOboy,46.71666667,3,4,9,0,12,12,12,1,0,0,1
Ghritkesh,73.33333333,2,3,9,2,35,16,16,1,0,1,1
Giana,38.4,2,5,1,2,15,10,10,1,1,1,0
Gianna,165.0166667,15,10,9,6,25,20,20,1,0,1,1
Gigaboy,27.2,4,3,3,4,7,20,20,0,1,1,0
Gigi,31.38333333,2,2,7,2,7,17,17,1,0,1,1
Gillop,30.63333333,5,4,3,5,6,20,20,0,1,1,0
Girisha,32.68333333,9,1,2,7,6,9,9,1,1,0,0
Girvaan,49.98333333,8,2,9,5,4,9,9,1,0,0,1
Gisjdhdhd,66.73333333,9,0,9,9,7,6,6,1,0,0,1
Gitanshi,30.7,3,3,9,3,5,10,10,1,0,0,1
Gitika,28,7,5,0,0,4,19,19,0,1,1,0
Gitishatanmay,46.13333333,5,5,0,0,5,10,10,1,1,0,0
Gjnnbj,42.16666667,0,2,9,0,0,12,12,1,0,0,1
Gkeshri,36.6,8,2,9,8,2,10,10,1,0,0,1
GodDevil,28.85,1,0,4,1,2,14,14,1,0,1,0
GodDevu,60.98333333,6,3,9,0,0,0,0,1,0,0,1
GodResha,43.75,13,3,4,2,12,17,17,0,1,1,1
GodSachin,35.66666667,3,6,2,3,9,14,14,1,1,1,0
Godangel,40.01666667,10,5,8,5,0,9,9,1,0,0,1
Goddg,39.38333333,12,3,9,3,6,14,14,1,0,0,1
GodfatherAkshaj,26.98333333,8,2,6,8,1,18,18,1,0,1,1
Godgamer,35.73333333,8,3,6,8,7,18,18,1,0,1,1
Godmishika,48.81666667,2,7,9,2,25,11,11,1,0,0,1
Godoflegend,35.45,5,5,1,5,9,20,20,0,1,1,0
GoelsofSiliiguri,28.5,6,4,0,0,6,21,21,0,1,1,0
GogoRaraJake,28.76666667,5,4,1,5,10,9,9,1,1,0,0
Gojo,28.08333333,0,1,7,0,0,20,20,1,0,1,1
Goku,32.11666667,3,4,4,1,6,8,8,1,1,0,0
Goldy,43.2,3,0,1,3,6,14,14,0,1,1,0
Gomsi,115.1666667,15,3,9,5,0,19,19,0,0,0,1
Goodfriends6,69.61666667,15,8,9,1,14,18,18,1,0,1,1
Google,63,11,7,9,11,3,15,15,1,0,0,1
Gorangi,29.11666667,4,1,8,4,7,11,11,1,0,0,1
Goru,31.95,8,2,6,8,8,1,1,1,0,0,1
Gorvi,37.06666667,12,5,1,12,7,13,13,1,1,0,0
Gourav,35.73333333,2,1,3,2,13,17,17,0,1,1,0
Goyal,66.23333333,0,5,0,0,0,8,8,1,1,0,0
Granth,28.15,1,2,3,0,12,21,21,0,1,1,0
Graphicalgaming,51.78333333,4,9,3,2,6,22,22,1,1,1,0
Gravitygamer,30.88333333,9,5,2,9,8,14,14,1,1,1,0
Grishadiya,35.26666667,2,3,9,2,15,17,17,1,0,1,1
Grishty,30.96666667,7,1,0,0,11,23,23,0,1,1,0
Grith,27.51666667,6,5,8,2,5,11,11,1,0,0,1
Gritodi,50.48333333,11,8,8,10,9,13,13,1,0,0,1
Griva,50.93333333,4,7,9,1,7,9,9,1,0,0,1
Grove,68.7,15,6,3,0,5,21,21,0,1,1,0
Gryrhfbrhtbdb,32.16666667,5,1,2,5,9,12,12,1,1,0,0
Gsgdgxycy,318.5,15,10,9,15,22,16,16,1,0,0,0
Guddu,32.81666667,4,0,2,1,0,8,8,1,1,0,0
Gudu,100.8166667,9,9,9,9,13,18,18,1,0,1,1
Gugugaga,84.28333333,15,10,9,15,1,17,17,1,0,0,1
Gulis8ngh,27.88333333,2,5,6,2,6,10,10,1,0,0,1
Gullu,33.61666667,8,3,3,8,9,15,15,1,1,1,0
GunRockstar,35.01666667,0,4,4,0,0,21,21,0,1,1,0
Gunavbir,44.38333333,0,2,3,0,0,9,9,1,1,0,0
Guneet,28.15,3,3,6,2,0,14,14,1,0,1,1
Gungun,35.95,9,3,2,9,0,21,21,0,1,1,0
Gunika,31.95,6,5,7,6,4,22,22,1,0,1,1
Gunjan,40.36666667,1,1,9,1,40,20,20,1,0,1,1
Gunmay,70.11666667,15,8,9,15,16,23,23,1,0,1,1
Gunnika,40.63333333,7,7,9,6,9,8,8,1,0,0,1
Gunnu,30.05,8,4,3,8,4,11,11,1,1,0,0
Guntaj,30.11666667,0,1,8,0,0,15,15,1,0,1,1
Gunu,26.91666667,5,2,0,0,3,15,15,0,1,1,0
Gupta,87.36666667,15,8,9,15,3,16,16,1,0,0,1
